GENERO,EDAD,PERSONAS_EN_CONDICION_DE_DISCAPACIDAD,HOMBRES_Y_MUJERES_CABEZA_DE_FAMILIA,ADULTO_MAYOR,GRUPOS_ETNICOS_AFRO_INDIGENA,TIPO_DE_SEGURIDAD_EN_SALUD,NIVEL_EDUCATIVO_QUE_TIENE_O_CURSA,CONDICION_OCUPACIONAL,BARRIO_O_VEREDA_DE_RESIDENCIA,ZONA_DE_RESIDENCIA,PUNTAJE_VULNERABILIDAD,NIVEL_VULNERABILIDAD,RANGO_EDAD
M,18,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,VILLA ALICIA EL OSO,URBANO,2,Bajo,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,HACIENDA CUBA,URBANO,0,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,BOSQUES DE CUBA,URBANO,0,Bajo,
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,LOS 2500,URBANO,0,Bajo,16-25
F,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CIUDADELA SALAMANCA,URBANO,0,Bajo,16-25
F,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CIUDADELA SALAMANCA,URBANO,2,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CIUDADELA SALAMANCA,URBANO,0,Bajo,
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAMARIA I SECTOR A,URBANO,0,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SALAMANCA,URBANO,0,Bajo,
F,47,NO,SI,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,HACIENDA CUBA,URBANO,3,Alto,46-55
F,67,NO,SI,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,AMERICA,URBANO,3,Alto,66-85
F,65,NO,SI,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,RAFAEL URIBE II,URBANO,3,Alto,56-65
F,50,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,PRIMERO DE FEBRERO,URBANO,2,Bajo,46-55
F,50,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,6- NORMALISTA,AMA DE CASA,BIRMANIA,URBANO,4,Alto,46-55
F,57,NO,SI,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,METROPOLITANO,URBANO,3,Alto,56-65
F,48,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,DESEMPLEADO,JARDIN I,URBANO,5,Alto,46-55
F,65,NO,SI,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,SANTA CLARA,URBANO,3,Alto,56-65
F,68,NO,SI,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,CORALES,URBANO,3,Alto,66-85
F,63,NO,SI,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,6- NORMALISTA,EMPLEADO,PERLA DEL SUR,URBANO,3,Alto,56-65
F,47,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,VILLA DE LEYVA,URBANO,2,Bajo,46-55
F,48,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,CORALES,URBANO,2,Bajo,46-55
F,62,NO,SI,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,GAMMA II,URBANO,3,Alto,56-65
F,56,NO,SI,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,LOS 2500,URBANO,3,Alto,56-65
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SANTA CLARA,URBANO,0,Bajo,16-25
F,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CIUDAD BOQUIA,URBANO,0,Bajo,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,BELLO HORIZONTE,URBANO,0,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CIUDADELA COMFAMILIAR II,URBANO,0,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,PERLA DEL SUR,URBANO,0,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,PERLA DEL SUR,URBANO,0,Bajo,
F,19,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ESTACIÓN VILLEGAS,RURAL,3,Alto,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ESTACIÓN VILLEGAS,RURAL,3,Alto,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ESTACIÓN VILLEGAS,RURAL,1,Bajo,
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,4- MEDIA ACADÉMICA O CLÁSICA,ESTUDIANTE,ESTACIÓN VILLEGAS,RURAL,1,Bajo,16-25
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ESTACIÓN VILLEGAS,RURAL,1,Bajo,16-25
M,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ESTACIÓN VILLEGAS,RURAL,3,Alto,16-25
M,16,NO,NO,NO,6 MESTIZO,POBLACION VINCULADA,3- BÁSICA SECUNDARIA,ESTUDIANTE,ESTACIÓN VILLEGAS,RURAL,4,Alto,
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ESTACIÓN VILLEGAS,RURAL,1,Bajo,16-25
F,18,NO,NO,NO,6 MESTIZO,POBLACION VINCULADA,3- BÁSICA SECUNDARIA,ESTUDIANTE,ESTACIÓN VILLEGAS,RURAL,4,Alto,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ESTACIÓN VILLEGAS,RURAL,1,Bajo,
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,0,Bajo,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,2,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,2,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,0,Bajo,
F,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,0,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,2,Bajo,
F,21,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,2,Bajo,16-25
F,18,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,0,Bajo,16-25
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,0,Bajo,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,0,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,0,Bajo,
F,19,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,0,Bajo,16-25
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,0,Bajo,16-25
F,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,0,Bajo,16-25
F,16,NO,NO,NO,6 MESTIZO,POBLACION VINCULADA,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,3,Alto,
M,18,NO,NO,NO,6 MESTIZO,POBLACION VINCULADA,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,3,Alto,16-25
F,16,NO,NO,NO,6 MESTIZO,POBLACION VINCULADA,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,3,Alto,
F,16,NO,NO,NO,6 MESTIZO,POBLACION VINCULADA,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,3,Alto,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,2,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,2,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,2,Bajo,
M,16,NO,NO,NO,6 MESTIZO,POBLACION VINCULADA,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,3,Alto,
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,0,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,2,Bajo,
M,18,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,2,Bajo,16-25
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,0,Bajo,16-25
M,18,NO,NO,NO,6 MESTIZO,POBLACION VINCULADA,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,3,Alto,16-25
M,17,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,3,Alto,16-25
M,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,2,Bajo,16-25
F,18,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,TRIBUNAS CONSOTA -CORCEGA,RURAL,1,Bajo,16-25
F,19,NO,NO,NO,6 MESTIZO,POBLACION VINCULADA,3- BÁSICA SECUNDARIA,ESTUDIANTE,TRIBUNAS CONSOTA -CORCEGA,RURAL,4,Alto,16-25
F,18,NO,NO,NO,6 MESTIZO,POBLACION VINCULADA,3- BÁSICA SECUNDARIA,ESTUDIANTE,TRIBUNAS CONSOTA -CORCEGA,RURAL,4,Alto,16-25
F,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,TRIBUNAS CONSOTA -CORCEGA,RURAL,3,Alto,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,TRIBUNAS CONSOTA -CORCEGA,RURAL,1,Bajo,
F,18,NO,NO,NO,6 MESTIZO,POBLACION VINCULADA,3- BÁSICA SECUNDARIA,ESTUDIANTE,TRIBUNAS CONSOTA -CORCEGA,RURAL,4,Alto,16-25
F,17,NO,NO,NO,6 MESTIZO,POBLACION VINCULADA,3- BÁSICA SECUNDARIA,ESTUDIANTE,TRIBUNAS CONSOTA -CORCEGA,RURAL,4,Alto,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,TRIBUNAS CONSOTA -CORCEGA,RURAL,3,Alto,
M,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,TRIBUNAS CONSOTA -CORCEGA,RURAL,3,Alto,16-25
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,TRIBUNAS CONSOTA -CORCEGA,RURAL,1,Bajo,16-25
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,TRIBUNAS CONSOTA -CORCEGA,RURAL,1,Bajo,16-25
M,18,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,TRIBUNAS CONSOTA -CORCEGA,RURAL,3,Alto,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,TRIBUNAS CONSOTA -CORCEGA,RURAL,3,Alto,
M,18,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,TRIBUNAS CONSOTA -CORCEGA,RURAL,3,Alto,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,TRIBUNAS CONSOTA -CORCEGA,RURAL,3,Alto,
F,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,TRIBUNAS CONSOTA -CORCEGA,RURAL,3,Alto,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,TRIBUNAS CONSOTA -CORCEGA,RURAL,1,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CERRITOS,RURAL,3,Alto,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CERRITOS,RURAL,1,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CERRITOS,RURAL,3,Alto,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CERRITOS,RURAL,3,Alto,
M,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CERRITOS,RURAL,3,Alto,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CERRITOS,RURAL,1,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CERRITOS,RURAL,1,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CERRITOS,RURAL,1,Bajo,
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CERRITOS,RURAL,1,Bajo,16-25
F,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CERRITOS,RURAL,1,Bajo,16-25
F,18,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CERRITOS,RURAL,1,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CERRITOS,RURAL,1,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CERRITOS,RURAL,1,Bajo,
F,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CERRITOS,RURAL,1,Bajo,16-25
F,18,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CERRITOS,RURAL,1,Bajo,16-25
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CERRITOS,RURAL,1,Bajo,16-25
M,18,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CERRITOS,RURAL,1,Bajo,16-25
M,18,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CERRITOS,RURAL,1,Bajo,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CERRITOS,RURAL,1,Bajo,
M,18,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CERRITOS,RURAL,1,Bajo,16-25
F,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CERRITOS,RURAL,1,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ARABIA,RURAL,3,Alto,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ARABIA,RURAL,3,Alto,
M,19,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ARABIA,RURAL,1,Bajo,16-25
M,18,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ARABIA,RURAL,3,Alto,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ARABIA,RURAL,1,Bajo,
F,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ARABIA,RURAL,1,Bajo,16-25
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ARABIA,RURAL,1,Bajo,16-25
F,18,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ARABIA,RURAL,1,Bajo,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ARABIA,RURAL,1,Bajo,
M,19,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ARABIA,RURAL,1,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ARABIA,RURAL,1,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAMARIA I SECTOR A,URBANO,2,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAMARIA I SECTOR A,URBANO,2,Bajo,
F,18,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAMARIA I SECTOR A,URBANO,2,Bajo,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAMARIA I SECTOR A,URBANO,0,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAMARIA I SECTOR A,URBANO,2,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAMARIA I SECTOR A,URBANO,2,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,PERLA DEL SUR,URBANO,0,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,DEPARTAMENTO,URBANO,0,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,JOSE MARIA CORDOBA,URBANO,2,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CUBA,URBANO,0,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,PERLA DEL SUR,URBANO,2,Bajo,
M,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,VILLA LIGIA,URBANO,2,Bajo,16-25
F,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,GUAYACANES,URBANO,0,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SANTA CLARA,URBANO,2,Bajo,
M,18,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SANTA CLARA,URBANO,3,Alto,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CAMPO ALEGRE,URBANO,2,Bajo,
F,17,SI,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,OLAYA HERRERA,URBANO,4,Alto,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,3,Alto,
M,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,3,Alto,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ALTAGRACIA,RURAL,1,Bajo,
M,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CUBA,URBANO,2,Bajo,16-25
M,18,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CUBA,URBANO,2,Bajo,16-25
M,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,HERNANDO VELEZ MARULANDA,URBANO,2,Bajo,16-25
M,17,NO,NO,NO,6 MESTIZO,POBLACION VINCULADA,3- BÁSICA SECUNDARIA,ESTUDIANTE,SAN NICOLAS,URBANO,3,Alto,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CUBA,URBANO,0,Bajo,
F,25,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,ALTAGRACIA,RURAL,5,Alto,16-25
F,36,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,AMA DE CASA,ALTAGRACIA,RURAL,3,Alto,36-45
F,22,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,ALTAGRACIA,RURAL,5,Alto,16-25
F,22,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,AMA DE CASA,ALTAGRACIA,RURAL,3,Alto,16-25
F,25,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,AMA DE CASA,ALTAGRACIA,RURAL,3,Alto,16-25
F,34,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,ALTAGRACIA,RURAL,5,Alto,26-35
